epoch,accuracy,loss,val_accuracy,val_loss
0,0.27223721146583557,0.33165818452835083,0.27228525280952454,1.3883939981460571
1,0.3229110538959503,0.3015936315059662,0.3403565585613251,1.868678092956543
2,0.4765498638153076,0.2621854841709137,0.470016211271286,1.3501628637313843
3,0.5725067257881165,0.2269911766052246,0.5575364828109741,1.0565885305404663
4,0.6048517227172852,0.20029234886169434,0.7066450715065002,0.7430118918418884
5,0.6000000238418579,0.2141026109457016,0.6110210418701172,1.1271220445632935
6,0.6226415038108826,0.2079758197069168,0.601296603679657,0.9355137348175049
7,0.6630727648735046,0.17740333080291748,0.6628849506378174,0.8921811580657959
8,0.6695417761802673,0.17737050354480743,0.7066450715065002,0.7354287505149841
9,0.7002695202827454,0.16049259901046753,0.7017828226089478,0.7604573965072632
10,0.7293800711631775,0.1439581960439682,0.5510534644126892,1.6374515295028687
11,0.7336927056312561,0.1415829062461853,0.6580227017402649,1.0252487659454346
12,0.7601078152656555,0.12800726294517517,0.7536466717720032,0.651624321937561
13,0.7563342452049255,0.13352549076080322,0.7649918794631958,0.6497278213500977
14,0.7579514980316162,0.13282553851604462,0.7066450715065002,0.8789735436439514
15,0.8080862760543823,0.10572627931833267,0.7876823544502258,0.5855664014816284
16,0.7994608879089355,0.1097613126039505,0.8006482720375061,0.6241858005523682
17,0.8210242390632629,0.1031617745757103,0.7811993360519409,0.621337354183197
18,0.8129380345344543,0.10468992590904236,0.7925445437431335,0.6266460418701172
19,0.831805944442749,0.08913110196590424,0.6726093888282776,1.0846240520477295
20,0.826954185962677,0.09461026638746262,0.7795786261558533,0.6848496794700623
21,0.8592991828918457,0.08031000941991806,0.7747163772583008,0.6761438846588135
22,0.8512129187583923,0.08321067690849304,0.7779578566551208,0.6867363452911377
23,0.8598382472991943,0.0791836529970169,0.8233387470245361,0.6243168115615845
24,0.8506738543510437,0.07989353686571121,0.7779578566551208,0.7514389157295227
25,0.8684636354446411,0.07379007339477539,0.7520259022712708,0.8366509079933167
26,0.8646900057792664,0.07541784644126892,0.8411669135093689,0.5139482021331787
27,0.8760107755661011,0.06718619912862778,0.7828201055526733,0.734896183013916
28,0.8878706097602844,0.06317709386348724,0.7828201055526733,0.8208953142166138
29,0.8830188512802124,0.06804247200489044,0.8427876830101013,0.4934096932411194
30,0.8840970396995544,0.06683939695358276,0.8476499319076538,0.46937990188598633
31,0.8884096741676331,0.06282716244459152,0.8265802264213562,0.6023674011230469
32,0.8948786854743958,0.06138215586543083,0.7990275621414185,0.59949791431427
33,0.8916441798210144,0.060676999390125275,0.7957860827445984,0.7021681070327759
34,0.9018868207931519,0.05295293405652046,0.8476499319076538,0.4843020439147949
35,0.9072776436805725,0.05059180408716202,0.8492706418037415,0.5049000978469849
36,0.9099730253219604,0.04569314792752266,0.8606159090995789,0.4857083261013031
37,0.9191374778747559,0.0436142273247242,0.7763370871543884,0.9003041386604309
38,0.9126684665679932,0.04977046698331833,0.8703403472900391,0.42034912109375
39,0.9304582476615906,0.04278603941202164,0.8654780983924866,0.46633729338645935
40,0.9347708821296692,0.03956066071987152,0.8330631852149963,0.5752739310264587
41,0.9315363764762878,0.03875201940536499,0.8930308222770691,0.3897586464881897
42,0.9072776436805725,0.055074382573366165,0.8525121808052063,0.5335142016410828
43,0.9369271993637085,0.041036687791347504,0.8735818266868591,0.42470577359199524
44,0.9336926937103271,0.04016067460179329,0.8444084525108337,0.5529685616493225
45,0.9342318177223206,0.03663066402077675,0.8735818266868591,0.44623130559921265
46,0.9423180818557739,0.03247372806072235,0.8735818266868591,0.526436448097229
47,0.9380053877830505,0.03852818161249161,0.8492706418037415,0.5850674510002136
48,0.9358490705490112,0.03631192818284035,0.8978930115699768,0.387213796377182
49,0.9347708821296692,0.036243781447410583,0.8930308222770691,0.3471047878265381
50,0.9433962106704712,0.03166906535625458,0.867098867893219,0.48881566524505615
51,0.9568732976913452,0.027560725808143616,0.857374370098114,0.5213636159896851
52,0.9390835762023926,0.035110246390104294,0.8833063244819641,0.43739762902259827
53,0.9401617050170898,0.03409353643655777,0.867098867893219,0.5234131217002869
54,0.9450134634971619,0.028210146352648735,0.8881685733795166,0.5114058256149292
55,0.9487870335578918,0.029240351170301437,0.8735818266868591,0.47580352425575256
56,0.9520215392112732,0.027446968480944633,0.8833063244819641,0.4299294054508209
57,0.9466307163238525,0.03270656615495682,0.8833063244819641,0.3898782432079315
58,0.9579514861106873,0.02632785029709339,0.8525121808052063,0.46966633200645447
59,0.9477089047431946,0.029837938025593758,0.8881685733795166,0.396806925535202
60,0.9541779160499573,0.027258839458227158,0.8881685733795166,0.4025607705116272
61,0.9326145648956299,0.039533745497465134,0.8703403472900391,0.4245275557041168
62,0.9579514861106873,0.025890130549669266,0.8849270939826965,0.4857167899608612
